BIOID,,COUNTRY NAME,TIME SPECIFIC COUNTRY NAME,COUNTRY ID,COUNTRY TEXT ID,COW COUNTRY ID,FNAME_ORIG,LNAME_ORIG,FNAME,LNAME,FullName,GOVTWIT,GOVTWIT_ID,PTWIT ,PTWIT_ID,OTWIT,OTWIT_ID,OTWIT_TYPE,OTWIT_2,OTWIT_ID_2,OTWIT_TYPE_2,OTWIT_3,OTWIT_ID_3,OTWIT_TYPE_3,OTWIT_4,OTWIT_ID_4,OTWIT_TYPE_4,OTWIT_5,OTWIT_ID_5,OTWIT_TYPE_5,OTWIT_6,OTWIT_ID_6,OTWIT_TYPE_6,OFFICE1,OFFICE1_LEVEL,OFFICE1_CONSTITUENCYLEVEL1,OFFICE1_CONSTITUENCYLEVEL2,OFFICE1_CONSTITUENCYLEVEL3,OFFICE1_CONSTITUENCYLEVEL4,OFFICE1_CONSTITUENCYLEVEL5,OFFICE1_TERRITORIAL,OFFICE1_RESERVED,OFFICE1_ELECTORALSYSTEM,OFFICE1_MAGNITUDE,OFFICE1_CLOSEDLIST,OFFICE1_LISTNUM,OFFICE1_ROUND,OFFICE1_MAXROUNDS,OFFICE1_TERMLENGTH,OFFICE1_ELECTION RESULT PRIMARY,OFFICE1_ASSUMED OFFICE,OFFICE1_RESULT DISCREPANCY,OFFICE2,OFFICE2_LEVEL,OFFICE2_CONSTITUENCYLEVEL1,OFFICE2_CONSTITUENCYLEVEL2,OFFICE2_CONSTITUENCYLEVEL3,OFFICE2_CONSTITUENCYLEVEL4,OFFICE2_CONSTITUENCYLEVEL5,OFFICE2_TERRITORIAL,OFFICE2_RESERVED,OFFICE2_ELECTORALSYSTEM,OFFICE2_MAGNITUDE,OFFICE2_CLOSEDLIST,OFFICE2_LISTNUM,OFFICE2_ROUND,OFFICE2_MAXROUNDS,OFFICE2_TERMLENGTH,OFFICE2_ELECTION RESULT,OFFICE2_ASSUMED OFFICE,OFFICE2_RESULT DISCREPANCY,INDEPENDENT,"PARTY NAME, ENGLISH","PARTY NAME, ORIGINAL",PARTY SHORT NAME,NUMERIC PARTY IDENTIFIER,PARTY FACTS ID,CMPCODE,CHES PARTY CODE,GPS PARTY CODE,"LIST NAME, ORIGINAL",OFFICE1_INCUMBENT,OFFICE2_INCUMBENT,YEAR-START,MONTH-START,DAY-START,YEAR-END,MONTH-END,DAY-END,GENDER,BIRTHDATE,EDUCATION,EDUCATION DISCIPLINE,ETHNICITY/RACE ,IMMIGRANT ,COUNTRY OF BIRTH,CURRENT PROFESSION,PRE-POLITICAL PROFESSION,OFFICE1_LAST CANDIDATE,OFFICE2_LAST CANDIDATE,LAST NATIONAL LEGISLATIVE CANDIDATE,PRIOR NATIONAL LEGISLATIVE CANDIDATE COUNT,PRIOR NATIONAL LEGISLATIVE CANDIDATE COUNT COMPLETE,LAST NATIONAL EXECUTIVE CANDIDATE,PRIOR NATIONAL EXECUTIVE CANDIDATE COUNT,PRIOR NATIONAL EXECUTIVE CANDIDATE COUNT COMPLETE,PRIOR HIGH PUBLIC OFFICE NAME 1,PRIOR HIGH PUBLIC OFFICE NAME ENGLISH 1,PRIOR HIGH PUBLIC OFFICE TYPE 1,PRIOR HIGH PUBLIC OFFICE LEVEL 1,PRIOR HIGH PUBLIC OFFICE START 1,PRIOR HIGH PUBLIC OFFICE END 1,PRIOR HIGH PUBLIC OFFICE 2..N,OTHER POLITICAL EXPERIENCE ,FEC_ID,EDUCATION DISCIPLINE GRADUATE,ETHNICITY,VETERAN,MODIFIED,COMMENTS,OFFICE1_ELECTION_RESULT_GENERAL,334
480173,,United States of America,,,,,,,Tina Blum,Cohen,Tina Blum Cohen,,,,,tinacohen18,17264863,2,,,,,,,,,,,,,,,,United States House of Representatitves,1,United States of America,Texas,Congressional District 7,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
480174,,United States of America,,,,,,,Benson,Gitau,Benson Gitau,,,,,ibensongitau,215937581,2,,,,,,,,,,,,,,,,United States House of Representatitves,1,United States of America,Texas,Congressional District 7,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
480175,,United States of America,,,,,,,Laique,Rehman,Laique Rehman,,,,,LaiqueRehman1,1201926060927016960,2,,,,,,,,,,,,,,,,United States House of Representatitves,1,United States of America,Texas,Congressional District 7,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
480176,,United States of America,,,,,,,Lance,Stewart,Lance Stewart,,,,,Lance4TX,1400982174917042177,2,,,,,,,,,,,,,,,,United States House of Representatitves,1,United States of America,Texas,Congressional District 7,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
480177,,United States of America,,,,,,,Tim,Stroud,Tim Stroud,,,,,timthearmymedic,359137938,2,,,,,,,,,,,,,,,,United States House of Representatitves,1,United States of America,Texas,Congressional District 7,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
480178,,United States of America,,,,,,,Johnny,Teauge,Johnny Teauge,,,,,for_teague,1278514055729360897,2,CongressJohnny,1126218232392835078,2,,,,,,,,,,,,,United States House of Representatitves,1,United States of America,Texas,Congressional District 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
480179,,United States of America,,,,,,,Juan Carlos,Arra,Juan Carlos Arra,,,,,,,,,,,,,,,,,,,,,,,United States House of Representatitves,1,United States of America,Texas,Congressional District 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Independent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
480180,,United States of America,,,,,,,Juan Carlos,Arias,Juan Carlos Arias,,,,,,,,,,,,,,,,,,,,,,,United States House of Representatitves,1,United States of America,Texas,Congressional District 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Independent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
480181,,United States of America,,,,,,,Laura ,Jones ,Laura  Jones ,,,,,CongressLaura,1176185298344120321,2,,,,,,,,,,,,,,,,United States House of Representatitves,1,United States of America,Texas,Congressional District 8,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
480182,,United States of America,,,,,,,Betsy,Bates,Betsy Bates,,,,,MAGABetsy,,2,,,,,,,,,,,,,,,,United States House of Representatitves,1,United States of America,Texas,Congressional District 8,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
480183,,United States of America,,,,,,,Candice C.,Burrows,Candice C. Burrows,,,CandiceCBurrows,34396632,,,,,,,,,,,,,,,,,,,United States House of Representatitves,1,United States of America,Texas,Congressional District 8,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
480184,,United States of America,,,,,,,Christian,Collins,Christian Collins,,,,,CollinsforTX,2478913525,2,,,,,,,,,,,,,,,,United States House of Representatitves,1,United States of America,Texas,Congressional District 8,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
480185,,United States of America,,,,,,,Jonathan A.,Hullihan,Jonathan A. Hullihan,,,,,JHullihanTX,1382392388555927553,2,,,,,,,,,,,,,,,,United States House of Representatitves,1,United States of America,Texas,Congressional District 8,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
480186,,United States of America,,,,,,,Morgan,Luttrell,Morgan Luttrell,,,,,MLuttrellTX,1399793223388864514,2,,,,,,,,,,,,,,,,United States House of Representatitves,1,United States of America,Texas,Congressional District 8,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
480187,,United States of America,,,,,,,Dan,McKaughan,Dan McKaughan,,,,,DanMcKaughanTX,1417848895976128513,2,,,,,,,,,,,,,,,,United States House of Representatitves,1,United States of America,Texas,Congressional District 8,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
480188,,United States of America,,,,,,,Jonathan A.,Mitchell,Jonathan A. Mitchell,,,,,JMitchellforTX,1387867011150192642,2,,,,,,,,,,,,,,,,United States House of Representatitves,1,United States of America,Texas,Congressional District 8,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
480189,,United States of America,,,,,,,Chuck,Montgomery,Chuck Montgomery,,,,,,,,,,,,,,,,,,,,,,,United States House of Representatitves,1,United States of America,Texas,Congressional District 8,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
4801810,,United States of America,,,,,,,Michael,Philips,Michael Philips,,,,,MeetMikePhilips,1470603423066243078,2,,,,,,,,,,,,,,,,United States House of Representatitves,1,United States of America,Texas,Congressional District 8,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
4801811,,United States of America,,,,,,,Jessica,Wellington,Jessica Wellington,,,,,JWellingtonTX,419133222,2,,,,,,,,,,,,,,,,United States House of Representatitves,1,United States of America,Texas,Congressional District 8,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
4801812,,United States of America,,,,,,,Taylor M.,Whichard IV,Taylor M. Whichard IV,,,,,Whichardiv,1410463231999725571,2,,,,,,,,,,,,,,,,United States House of Representatitves,1,United States of America,Texas,Congressional District 8,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
4801813,,United States of America,,,,,,,Roy ,Eriksen,Roy  Eriksen,,,,,royeriksen10,1303082526085349383,2,,,,,,,,,,,,,,,,United States House of Representatitves,1,United States of America,Texas,Congressional District 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Libertarian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
480191,,United States of America,,,,,,,Randall,Addison,Randall Addison,,,,,,,,,,,,,,,,,,,,,,,United States House of Representatitves,1,United States of America,Texas,Congressional District 9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Independent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
480192,,United States of America,,,,,,,Al,Green,Al Green,RepAlGreen,156333623,,,RepAlGreenTX,327625079,2,,,,,,,,,,,,,,,,United States House of Representatitves,1,United States of America,Texas,Congressional District 9,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
480193,,United States of America,,,,,,,Jimmy I.,Leon,Jimmy I. Leon,,,,,,,,,,,,,,,,,,,,,,,United States House of Representatitves,1,United States of America,Texas,Congressional District 9,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
4801101,,United States of America,,,,,,,Linda,Nuno,Linda Nuno,,,,,LNCongressTX_10,1404349480502239232,2,,,,,,,,,,,,,,,,United States House of Representatitves,1,United States of America,Texas,Congressional District 10,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
4801102,,United States of America,,,,,,,Michael,McCaul,Michael McCaul,RepMcCaul,26424123,,,McCaulforTexas,743601590,2,McCaulCMUNC,1349614279,2,,,,,,,,,,,,,United States House of Representatitves,1,United States of America,Texas,Congressional District 10,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
4801103,,United States of America,,,,,,,Janis,Richards,Janis Richards,,,CraneJanaswm,3990304342,,,,,,,,,,,,,,,,,,,United States House of Representatitves,1,United States of America,Texas,Congressional District 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Independent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
4801104,,United States of America,,,,,,,Bill,Kelsey,Bill Kelsey,,,,,,,,,,,,,,,,,,,,,,,United States House of Representatitves,1,United States of America,Texas,Congressional District 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Libertarian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
4801111,,United States of America,,,,,,,August,Pfluger,August Pfluger,RepPfluger,1341120751399809026,,,AugustPfluger,1021216905795899392,2,,,,,,,,,,,,,,,,United States House of Representatitves,1,United States of America,Texas,Congressional District 11,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
4801121,,United States of America,,,,,,,Trey J.,Hunt,Trey J. Hunt,,,,,VoteHunt2022,1330761111281561601,2,,,,,,,,,,,,,,,,United States House of Representatitves,1,United States of America,Texas,Congressional District 12,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
4801122,,United States of America,,,,,,,Kay,Granger,Kay Granger,RepKayGranger,161743731,,,GrangerCampaign,1197909460678823936,2,,,,,,,,,,,,,,,,United States House of Representatitves,1,United States of America,Texas,Congressional District 12,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
4801123,,United States of America,,,,,,,Ryan J.,Catala,Ryan J. Catala,Catala4Congress,1437609247051853825,,,ryanjcatala,1420184003609563138,4,,,,,,,,,,,,,,,,United States House of Representatitves,1,United States of America,Texas,Congressional District 12,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
4801124,,United States of America,,,,,,,Alysia,Rieg,Alysia Rieg,,,,,Alysiarieg ,898861406,2,,,,,,,,,,,,,,,,United States House of Representatitves,1,United States of America,Texas,Congressional District 12,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
4801131,,United States of America,,,,,,,Kathleen ,Brown,Kathleen  Brown,,,,,Kat4District13,1378022598752223235,2,,,,,,,,,,,,,,,,United States House of Representatitves,1,United States of America,Texas,Congressional District 13,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
4801132,,United States of America,,,,,,,Ronny,Jackson,Ronny Jackson,RepRonnyJackson,1341903465610686464,,,RonnyJacksonTX,1201953403099893760,2,,,,,,,,,,,,,,,,United States House of Representatitves,1,United States of America,Texas,Congressional District 13,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
4801141,,United States of America,,,,,,,Eugene,Howard,Eugene Howard,,,,,VisionaryHoward,831210205312454656,2,,,,,,,,,,,,,,,,United States House of Representatitves,1,United States of America,Texas,Congressional District 14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
4801143,,United States of America,,,,,,,Randy,Weber,Randy Weber,TXRandy14,1058051748,,,WeberforTexas,373586796,2,,,,,,,,,,,,,,,,United States House of Representatitves,1,United States of America,Texas,Congressional District 14,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
4801144,,United States of America,,,,,,,Keith,Casey,Keith Casey,,,,,,,,,,,,,,,,,,,,,,,United States House of Representatitves,1,United States of America,Texas,Congressional District 14,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
4801145,,United States of America,,,,,,,Ruben Landon,Dante,Ruben Landon Dante,,,,,RubenLDante,29088441,2,,,,,,,,,,,,,,,,United States House of Representatitves,1,United States of America,Texas,Congressional District 14,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
4801146,,United States of America,,,,,,,Hal J. ,Ridley Jr. ,Hal J.  Ridley Jr. ,,,,,HalRidleyJR,1085288506224766977,2,,,,,,,,,,,,,,,,United States House of Representatitves,1,United States of America,Texas,Congressional District 14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Independent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
4801151,,United States of America,,,,,,,Eliza,Alvarado,Eliza Alvarado,,,,,ALVARADOFORTX15,1464812293993205763,2,,,,,,,,,,,,,,,,United States House of Representatitves,1,United States of America,Texas,Congressional District 15,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
4801152,,United States of America,,,,,,,Julio,Garza,Julio Garza,,,,,Garzafor15,1464358062203056132,2,,,,,,,,,,,,,,,,United States House of Representatitves,1,United States of America,Texas,Congressional District 15,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
4801153,,United States of America,,,,,,,Ruben ,Ramirez,Ruben  Ramirez,,,,,rubentx15,1472390861040332803,2,,,,,,,,,,,,,,,,United States House of Representatitves,1,United States of America,Texas,Congressional District 15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
4801154,,United States of America,,,,,,,Vanessa Stephanie,Tijerina,Vanessa Stephanie Tijerina,,,vstijerina,2998449709,,,,,,,,,,,,,,,,,,,United States House of Representatitves,1,United States of America,Texas,Congressional District 15,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
4801155,,United States of America,,,,,,,Michelle,Vallejo,Michelle Vallejo,,,MichelleVallejo,93146432,MichelleVforTX,1467639586046283777,2,altonprincess,1030481565917294593,4,,,,,,,,,,,,,United States House of Representatitves,1,United States of America,Texas,Congressional District 15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
4801156,,United States of America,,,,,,,John Villarreal,Rigney,John Villarreal Rigney,,,,,RigneyTeam,1478802639269810188,2,,,,,,,,,,,,,,,,United States House of Representatitves,1,United States of America,Texas,Congressional District 15,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
4801157,,United States of America,,,,,,,Aizar,Cavazos,Aizar Cavazos,,,,,AizarCavazosTX,1448065776121008133,2,,,,,,,,,,,,,,,,United States House of Representatitves,1,United States of America,Texas,Congressional District 15,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
4801158,,United States of America,,,,,,,Sara,Canady,Sara Canady,,,,,Canady4Congress,1466795823468003331,2,,,,,,,,,,,,,,,,United States House of Representatitves,1,United States of America,Texas,Congressional District 15,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
4801159,,United States of America,,,,,,,Vangela,Churchill,Vangela Churchill,,,educatorvangela,861016574005833728,ForChurchill,1463308732671176707,2,,,,,,,,,,,,,,,,United States House of Representatitves,1,United States of America,Texas,Congressional District 15,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
48011510,,United States of America,,,,,,,Monica,De La Cruz ,Monica De La Cruz ,,,,,monica4congress,1185738917435314176,2,,,,,,,,,,,,,,,,United States House of Representatitves,1,United States of America,Texas,Congressional District 15,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
48011511,,United States of America,,,,,,,Mauro,Garza,Mauro Garza,,,,,TexansforM,1422629500387577867,2,,,,,,,,,,,,,,,,United States House of Representatitves,1,United States of America,Texas,Congressional District 15,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
48011512,,United States of America,,,,,,,Angela,Juarez,Angela Juarez,,,,,,,,,,,,,,,,,,,,,,,United States House of Representatitves,1,United States of America,Texas,Congressional District 15,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
48011513,,United States of America,,,,,,,Ryan,Krause,Ryan Krause,,,,,,,,,,,,,,,,,,,,,,,United States House of Representatitves,1,United States of America,Texas,Congressional District 15,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
48011514,,United States of America,,,,,,,John C.,Lerma,John C. Lerma,,,,,,,,,,,,,,,,,,,,,,,United States House of Representatitves,1,United States of America,Texas,Congressional District 15,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
48011515,,United States of America,,,,,,,Steve ,Schmuker Jr. ,Steve  Schmuker Jr. ,,,JrSchmuker,1483144744444338176,,,,,,,,,,,,,,,,,,,United States House of Representatitves,1,United States of America,Texas,Congressional District 15,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
48011516,,United States of America,,,,,,,Ross Lynn,Leone Jr. ,Ross Lynn Leone Jr. ,,,,,,,,,,,,,,,,,,,,,,,United States House of Representatitves,1,United States of America,Texas,Congressional District 15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Libertarian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
4801161,,United States of America,,,,,,,Veronica,Escobar,Veronica Escobar,RepEscobar,1075517806551154689,,,vgescobar,38960144,2,,,,,,,,,,,,,,,,United States House of Representatitves,1,United States of America,Texas,Congressional District 16,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
4801162,,United States of America,,,,,,,DMB Deliris,Montanez Berrios,DMB Deliris Montanez Berrios,,,,,DmbFor,1362756998886920192,2,,,,,,,,,,,,,,,,United States House of Representatitves,1,United States of America,Texas,Congressional District 16,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
4801163,,United States of America,,,,,,,Irene,Armendariz-Jackson,Irene Armendariz-Jackson,,,amazingurl09,44760079,ArmendarizDis16,1225469439698702338,2,,,,,,,,,,,,,,,,United States House of Representatitves,1,United States of America,Texas,Congressional District 16,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
4801164,,United States of America,,,,,,,Samuel,Williams,Samuel Williams,,,,,votesamuelwill1,993544147175952384,2,,,,,,,,,,,,,,,,United States House of Representatitves,1,United States of America,Texas,Congressional District 16,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,1,Independent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
4801171,,United States of America,,,,,,,Mary Jo,Woods,Mary Jo Woods,,,,,MaryJo_TX17,2160937697,2,,,,,,,,,,,,,,,,United States House of Representatitves,1,United States of America,Texas,Congressional District 17,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
4801172,,United States of America,,,,,,,Pete,Sessions,Pete Sessions,PeteSessions,24735461,,,SessionsTX17,2756069574,2,,,,,,,,,,,,,,,,United States House of Representatitves,1,United States of America,Texas,Congressional District 17,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
4801173,,United States of America,,,,,,,Paulette,Carson,Paulette Carson,,,pm_carson,1401444623415975936,Carson4TX,1400677348584919040,2,,,,,,,,,,,,,,,,United States House of Representatitves,1,United States of America,Texas,Congressional District 17,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
